3357,25
3053,08
2845,46
2667,27
2564,93
2478,89
2370,2
2275,69
2237,75
2199,89
2172,09
2117,91
2090,12
2062,68
2032,08
2001,71
1985,03
1968,48
1949,6
1934,5
1921,07
1909,19
1898,43
1887,76
1878,6
1869
1860,58
1849,94
1843,79
1838,21
1803,13
1784,82
1772,76
1763,37
1753,06
1745,83
1733,17
1726,53
1720,06
1704,66
1699,13
1695,17
1691,6
1677,78
1664,24
1654,02
1650,96
1637,72
1629
1624,15
1621,19
1618,38
1617,46
1617,21
1617,15
1617,15
1617,21
1617,2
1613,97
1614,22
1614,88
1614,88
1615,8
1616,87
1616,56
1616,31
1615,65
1615,65
1614,74
1614,69
1613,42
1612,38
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
1605,99
1606,24
1606,55
1605,48
1606,14
1607,05
1607,05
1606,8
1608,26
1607,57
1606,91
1605,99
